name;id;calories;proteins;fat;carbohydrate;serat;kalsium;fosfor;zat_besi;natrium;kalium;tembaga;seng;vitamin_a;provitamin_a;total_karotenoid;vitamin_b1;vitamin_b2;vitamin_b3;vitamin_c;bdd;url_image;indeks_glikemik;referensi_ig;status_pencocokan_ig;klasifikasi_ig
Rajungan segar;1029;76;12.1;2;2.4;0;337.5;214;2.2;69;192;0.75;2.5;0;40;0;0.2;0.25;0.2;0;100;https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Portunus_sanguinolentus.jpg/1200px-Portunus_sanguinolentus.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Rambutan;1030;69;0.9;0.1;18.1;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://www.homegrown.in/upload/product/big1193470275.jpg;55;Waspadji et al. (2003);exact;Sedang
Rambutan Aceh;1031;11;0;0;2.7;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://lzd-img-global.slatic.net/3rd/q/aHR0cHM6Ly9lY3M3LnRva29wZWRpYS5uZXQvaW1nL2NhY2hlLzcwMC9wcm9kdWN0LTEvMjAxOS84LzE0LzQ2NjQ4NDAvNDY2NDg0MF9lZDU0NThmOS02ODU2LTRkMjAtYWQzMC00ZWJjMjBkODMzZWIuanBn_720x720q80.png_.webp;55;Waspadji et al. (2003);partial→rambutan;Sedang
Rambutan binjai segar;1032;76;0.5;0.2;18;3.8;15;22;1.2;22;120;0.2;0.2;0;0;0;0.19;0.01;0.4;12.5;40;https://images.tokopedia.net/img/cache/700/product-1/2019/11/17/80554416/80554416_20e30e21-1b24-4335-bca5-4a1383855b2c_624_465.jpg;55;Waspadji et al. (2003);partial→rambutan;Sedang
Rambutan sinyonya;1033;4;0;0;0.9;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://cf.shopee.co.id/file/9dc60c5410cf225b15e15b260ebb9fdc;55;Waspadji et al. (2003);partial→rambutan;Sedang
Rarawuan ;1034;295;7.3;8.5;47.5;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://1.bp.blogspot.com/-0ER95zwTjoo/YOHlYJOtQCI/AAAAAAAAgJ0/d2OeMsWXfuAm2YimGXpKX5OVJqYEqoXpwCLcBGAsYHQ/s1352/209813966_330785408583521_6848659010339177574_n.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Rasbi (Beras Ubi);1035;394;2.2;8.8;76.6;6.75;68;76;1.6;165;388;0.4;0.4;0;0;0;0.02;0.3;1.2;0;100;https://warisanbudaya.kemdikbud.go.id/dashboard/media/photos/1613027332-tetap-5.jpg;65;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Rasi (Beras Singkong);1036;350;0.9;0.4;85.7;6.75;42;21;1.5;8;14;0.3;0.5;0;0;0;0.02;0.02;0.4;0;100;https://warisanbudaya.kemdikbud.go.id/dashboard/media/photos/1613027332-tetap-5.jpg;75;Atkinson et al. (2008);partial→singkong;Tinggi
Rawon masakan;1037;60;5.4;2.5;4;0;272;153;3.3;0;0;0;0;0;0;278.75;0.09;0;0;0;100;https://www.masakapahariini.com/wp-content/uploads/2018/04/resep-rawon-daging-500x300.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Rebon (udang kecil segar);1038;81;16.2;1.2;0.7;0;90;204;1.9;131;229.5;0.1;0.7;0;0;0;0.1;0.025;0.25;0;100;https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/3/15/971bdefe-2f12-4fe0-bac8-46821b86f6c0.jpg;0;Atkinson et al. (2008) – tidak mengandung karbohidrat;partial→udang;Tidak signifikan (non-karbohidrat)
Rebon kering;1039;299;29.4;3.6;3.2;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/13/d25ccc26-81c6-414e-9210-b7b5a5903789.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Rebon udang kecil segar;1040;81;16.2;1.2;0.7;0;337.5;292;2.2;169;202.9;0.7;1.2;0;0;0;0.04;0.1;2.4;0;100;https://agrozine.id/wp-content/uploads/2022/07/Udang-Rebon.jpg;0;Atkinson et al. (2008) – tidak mengandung karbohidrat;partial→udang;Tidak signifikan (non-karbohidrat)
Rebung;1041;27;0.6;0.3;5.2;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://cdn1-production-images-kly.akamaized.net/VdkaPQZ7BOhsrzOWdXKVwhjeaYY=/1200x900/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/1740001/original/057180700_1508071681-Sederet-Manfaat-Rebung-untuk-Kesehatan.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Rebung laut mentah;1042;320;7.2;4.2;63.3;0;240;440;6.6;20;775;0.75;2.5;0;0;0;0;0;3.5;0;100;https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing;0;Atkinson et al. (2008) – tidak mengandung karbohidrat;token(laut)→ikan laut;Tidak signifikan (non-karbohidrat)
Rempeyek kacang tolo;1043;451;11.2;20.2;59.7;1.8;156;221;4.6;0;0;0;0;0;0;0;0.02;0;0;0;100;https://img-global.cpcdn.com/recipes/48ce62ec9bac2146/1200x630cq70/photo.jpg;15;Atkinson et al. (2008);partial→kacang;Rendah
Rempeyek kacang uci;1044;497;17;27.6;50.8;2.4;166;89;6.7;0;0;0;0;0;0;0;0.05;0;0;0;100;https://img-global.cpcdn.com/recipes/a6f9e4ebc75b128d/680x482cq70/rempeyek-kacang-tanah-foto-resep-utama.jpg;15;Atkinson et al. (2008);partial→kacang;Rendah
Rendang sapi masakan;1045;193;22.6;7.9;7.8;0;337.5;211;8.2;0;0;0;0;0;0;278.75;0.12;0;0;0;100;https://asset.kompas.com/crops/HDe5rLDP0dEOLb6MC_UPvRTwFg8=/0x141:500x474/750x500/data/photo/2021/05/11/609a08809259f.jpg;31;Atkinson et al. (2008);token(sapi)→susu sapi;Rendah
Renggi goreng;1046;471;4.7;21.8;64.1;6.4;4;80;1.1;126;29;0.75;1.3;0;0;0;0.53;0.05;3.5;0;100;https://cdn.idntimes.com/content-images/community/2019/05/rengginang-manis-768x509-a83023517a0077a930f4f7d1c113f41d.jpg;76;Atkinson et al. (2008);token(goreng)→nasi goreng;Tinggi
Rimbang segar;1047;75;1.6;0.6;15.8;6.75;55;97;0.6;20;234;0.4;0.4;0;51;0;0.4;0.1;1.3;12.5;95;https://m.andrafarm.com/_andra_farm/gambar_kelompok/a158-4.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Risoles ;1048;335;5.3;3.5;70.5;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://rasabunda.com/wp-content/uploads/2021/08/Risoles-Ragout.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Roti boong;1049;341;5.5;16.2;43.3;0;15;65;1.1;161;41;0;0.9;0;0;0;0.4;0.3;2.4;0;100;https://img-global.cpcdn.com/recipes/cee92d5a548ee3d5/680x482cq70/kue-bohongroti-goreng-empuk-dan-menul-foto-resep-utama.jpg;71;Atkinson et al. (2008);partial→roti;Tinggi
Roti Gambang ;1050;350;7.5;2;75.5;2;30;68;1.5;10;70;0.1;0.5;0;0;0;0.1;0.04;0.6;0;100;https://cdn0-production-images-kly.akamaized.net/TR6XRCpau_4ik-E3GDzTng6DDnU=/0x300:4496x2834/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3573373/original/099205200_1631765412-shutterstock_1786072643.jpg;71;Atkinson et al. (2008);partial→roti;Tinggi
Roti Putih;1051;248;8;1.2;50;6.75;10;95;1.5;225;91;0.15;0.9;0;0;0;0.1;0.29;2.4;0;100;https://www.yesdok.com/visual/slideshow/slices-bread-white-background-article-1625550183.jpg?w=1200;71;Atkinson et al. (2008);partial→roti;Tinggi
Roti warna sawo matang;1052;249;7.9;1.5;49.7;0;20;140;2.5;225;91;0;0;0;0;0;0.15;0;0;0;100;https://asset.kompas.com/crops/LQ98lafgoMzcrz1TSTfIdGjBw2A=/0x0:1000x667/1200x800/data/photo/2020/08/24/5f4349a0dd479.jpg;71;Atkinson et al. (2008);partial→roti;Tinggi
Rujak cingur;1053;153;11.3;8.4;8;1.4;256;143;4.4;0;0;0;0;0;0;278.75;0.16;0;0;2;100;https://lingkar.news/wp-content/uploads/2023/03/Resep-Rujak-Cingur-Makanan-Tradisional-Khas-Surabaya.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Rumput laut;1054;41;1.4;0.3;8.1;2.2;80;20;1.6;225;380;0.2;0.4;0;60;0;0.2;0;0.1;7;100;https://cdn.infobrand.id/images/img/posts/2019/07/11/pemerintah-sebut-rumput-laut-potensial-jadi-lumbung-rupiah.jpg;0;Atkinson et al. (2008) – tidak mengandung karbohidrat;token(laut)→ikan laut;Tidak signifikan (non-karbohidrat)
Rusa daging dendeng mentah;1055;536;40.5;41.5;0;0;90;420;8.2;130;690;0.3;2.5;0;0;0;0;0;0.2;0;100;https://images.tokopedia.net/img/cache/250-square/VqbcmM/2022/5/21/4b8937f9-6431-46ec-9d95-d633aa52371f.jpg;0;Atkinson et al. (2008) – tidak mengandung karbohidrat;token(daging)→daging sapi;Tidak signifikan (non-karbohidrat)
Rusip;1056;110;11.5;2;11.7;0;337.5;348;7.1;0;0;0;0;0;0;0;0.04;0;0;0;100;https://indonesiakaya.com/wp-content/uploads/2020/10/1__Sambal_rusip_merupakan_sambal_khas_masyarakat_Bangka_yang_terbuat_dari_ikan_teri_edit.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
RW anjing masakan;1057;198;24.6;10.7;0.9;0;337.5;440;4;225;226;0.1;2.5;0;0;0;0.35;0.2;0;0;100;https://akcdn.detik.net.id/customthumb/2014/08/13/297/daginganjingtorajadalam.jpg?w=700&q=90;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Saga biji tanpa kulit;1058;449;30.6;25.5;31.9;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://id-live-01.slatic.net/p/cce66ff1a785cd7308e286e0e821fbdc.jpg;19;Nainggolan & Adimunca (2005) dalam Arif et al. (2013);token(biji)→jambu biji;Rendah
Sagu Ambon ;1059;338;0.6;0.3;83.1;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://akcdn.detik.net.id/community/media/visual/2019/05/23/5d8019b4-a99b-4aea-a6e1-96be21f8e194_43.jpeg?w=250&q=;70;Haliza et al. (2006) dalam Arif et al. (2013);partial→sagu;Sedang
Sagu aren kering;1060;355;0.6;1.1;85.6;0.3;91;167;2.2;2;200;0;0.3;0;0;0;0.04;0.1;0.5;0;100;https://img-global.cpcdn.com/recipes/66e50eace9b95af6/1200x630cq70/photo.jpg;70;Haliza et al. (2006) dalam Arif et al. (2013);partial→sagu;Sedang
Sagu aren segar;1061;231;0.6;0.2;56.6;3.2;20;20;0.1;7;0;0.1;0.1;0;0;0;0.2;0;0;0;100;https://images.tokopedia.net/img/cache/700/VqbcmM/2020/10/22/d501ae3a-e756-4b85-b5bc-a3c84b245ba3.jpg;70;Haliza et al. (2006) dalam Arif et al. (2013);partial→sagu;Sedang
Sagu forno;1062;291;0.5;4;63.4;0;10;20;0.8;40;50;0.1;0.2;0;0;0;0;0;0;0;100;https://awsimages.detik.net.id/community/media/visual/2021/06/25/sagu-porno_43.jpeg?w=650&q=80;70;Haliza et al. (2006) dalam Arif et al. (2013);partial→sagu;Sedang
Sagu kasbi segar;1063;230;0.6;0.2;56.5;3;20;1;0.3;100;410;0.1;0.2;0;0;0;0.1;0;0;0;100;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbsLHiihaXfZjagnPqP8L6DS6A5W_nZ9HKXiY1vuybeGq-i8-9VVYLUs-3VivtsQE7ZQc&usqp=CAU;70;Haliza et al. (2006) dalam Arif et al. (2013);partial→sagu;Sedang
Sagu Lemak (Kue Sagon);1064;452;2.8;14.8;76.8;1.1;15;39;1.1;182;52.7;0.04;0.8;0;60;0;0.32;0.04;0.1;0;100;https://images.tokopedia.net/img/cache/700/VqbcmM/2021/3/5/d8ba35a9-c0a0-4194-9bf0-ec93071792cc.jpg;70;Haliza et al. (2006) dalam Arif et al. (2013);partial→sagu;Sedang
Sagu lempeng;1065;347;0.9;0.3;85.2;4.7;30;30;0.2;11;0;0.1;0.1;0;0;0;0.3;0;0;0;100;https://cdn2.tstatic.net/tribunnewswiki/foto/bank/images/sagu-lempengan.jpg;70;Haliza et al. (2006) dalam Arif et al. (2013);partial→sagu;Sedang
Sagu Rendang;1066;364;0.1;0.2;90.5;1.9;13;9;3.9;42;15.1;0.1;0.1;0;0;0;0.02;0.3;0.8;0;100;https://img-global.cpcdn.com/recipes/52dbe680ea623036/1200x630cq70/photo.jpg;70;Haliza et al. (2006) dalam Arif et al. (2013);partial→sagu;Sedang
Sagu singkong kering;1067;362;0.5;0.3;86.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;https://cf.shopee.co.id/file/7fac4b96fb9f443f661cba672244588d;75;Atkinson et al. (2008);partial→singkong;Tinggi
Sagu sinole;1068;354;0.8;8.3;68.9;0;10;30;0.8;30;11;0.2;0.3;0;0;0;0;0;0;0;100;https://img-global.cpcdn.com/recipes/9051c1a3e2650c22/680x482cq70/kue-kering-sagu-keju-simple-dan-enak-foto-resep-utama.jpg;70;Haliza et al. (2006) dalam Arif et al. (2013);partial→sagu;Sedang
Salak bali segar;1069;57;0.5;0.1;13.6;1.3;94;25;2.1;0;0;0.1;0.2;0;3;37;0;0;0;0;93;https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//103/MTA-57912637/no-brand_salak-bali-gula-pasir-asli-manis-segar-1-kg_full01.jpg;35;Waspadji et al. (2003);partial→salak;Rendah
Salak medan segar;1070;55;0.4;0.2;12.8;3.2;6;46;0.5;39;113;0.2;0.3;0;4;0;0.04;0.03;0;12.5;93;https://s4.bukalapak.com/img/9684256368/large/data.png;35;Waspadji et al. (2003);partial→salak;Rendah
Salak pondoh segar;1071;87;0.8;0.4;20.1;0;38;31;3.9;0;0;0.1;0.2;0;0;40;0;0.12;0.1;8;59;https://images.tokopedia.net/img/cache/500-square/product-1/2019/12/15/4224508/4224508_f3dc890d-8d6d-4f5d-a6fe-cc43fe6e8567_1064_1064.jpg;35;Waspadji et al. (2003);partial→salak;Rendah
Sale pisang siam;1072;281;2.4;0.7;66.1;1;41;64;1.2;0;0;0;0;0;0;272;0.1;0;0;0;100;https://t-2.tstatic.net/priangan/foto/bank/images/Ilustrasi-sale-pisang-dari-Trenggalek.jpg;59;"Hoerudin (2012); Atkinson et al. (2008)";partial→pisang;Sedang
Santan (dengan air);1073;122;2;10;7.6;1.4;25;30;0.1;9;162.4;0.2;0.4;0;0;0;0;0;0.5;2;100;https://res.cloudinary.com/dk0z4ums3/image/upload/v1604041366/attached_image/tak-berbahaya-kenali-manfaat-santan-lebih-dekat.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Santan (kelapa saja);1074;324;4.2;34.3;55.6;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://www.rumahmesin.com/wp-content/uploads/2016/11/ngalor-ngidul-menyoal-santan-kelapa-1024x538.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Santan murni;1075;324;4.2;34.3;5.6;0;14;45;1.9;18;514.1;0.4;0.9;0;0;0;0;0;0.5;2;100;https://asset.kompas.com/crops/eNIewogp_GV7CahqIvslrYZh4XY=/0x39:1000x706/750x500/data/photo/2020/04/29/5ea93a05011e9.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Saos Tomat;1076;98;2;0.4;24.5;0.9;12;18;0.8;225;129.6;0.18;0.3;0;60;278.75;0.09;0.06;1.7;11;100;https://static.sehatq.com/content/review/image/1644897313.png;38;Waspadji et al. (2003);partial→tomat;Rendah
Sapi abon;1077;212;18;10.6;59.3;6.75;150;209;8.2;0;0;0;0;0;60;138;0.17;0;0;0;100;https://cdn0-production-images-kly.akamaized.net/fqIGhZT1Z1Zu36S_0_xZCoJSI5A=/1200x900/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/3980335/original/086906600_1648695608-Abon_Sapi_Premium.jpg;31;Atkinson et al. (2008);token(sapi)→susu sapi;Rendah
Sapi babat segar;1078;108;17.6;4.2;0;0;12;144;1;147;101.4;0.11;2.2;0;49;0;0.15;0.17;1.7;0;100;https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/3/10/5802bb88-dd3a-42b8-9d4e-f03f46fcf8a3.jpg;31;Atkinson et al. (2008);token(sapi)→susu sapi;Rendah
Sapi daging asap;1079;182;32;6;0;0;15;300;5;225;485.4;0.03;2.5;0;0;0;0.12;0.23;3.5;0;100;https://asset.kompas.com/crops/FMBgpWLQutfbdsgz0ZytI8a9JKo=/0x542:1080x1262/750x500/data/photo/2022/03/22/6239b98488b17.jpg;31;Atkinson et al. (2008);token(sapi)→susu sapi;Rendah
Sapi daging dendeng mentah;1080;301;55;9;0;0;30;370;5.1;0;0;0;0;0;0;0;0.1;0;0;0;100;https://cdns.diadona.id/diadona.id/resized/640x320/news/2020/04/27/9731/664xauto-cara-membuat-dendeng-sapi-yang-dijemur-kering-basah-kelapa-balado-dan-manis-200427a.jpg;31;Atkinson et al. (2008);token(sapi)→susu sapi;Rendah
Sapi daging gemuk segar;1081;273;17.5;22;0;0;10;150;2.6;93;267;0.17;2.5;0;0;0;0.08;0.18;3.5;0;100;https://cdn1-production-images-kly.akamaized.net/lA6qLu1irMjT2OPAYtqnW-nvIfQ=/640x360/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/3133148/original/027517900_1589942784-Raw_Fresh_Meat_With_Rosemary.jpg;31;Atkinson et al. (2008);token(sapi)→susu sapi;Rendah
Sapi daging kornet;1082;289;16;25;0;0;10;170;4;225;94.4;0.07;2.5;0;52;0;0.01;0.16;2.7;0;100;https://s4.bukalapak.com/attachment/418432/pengertian_kornet_main_image.jpg;31;Atkinson et al. (2008);token(sapi)→susu sapi;Rendah
Sapi daging kurus segar;1083;174;19.6;10;0;0;11;181;2.9;83;489;0.07;2.5;0;60;0;0.07;0.3;1.2;0;100;https://cdn1-production-images-kly.akamaized.net/lA6qLu1irMjT2OPAYtqnW-nvIfQ=/640x360/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/3133148/original/027517900_1589942784-Raw_Fresh_Meat_With_Rosemary.jpg;31;Atkinson et al. (2008);token(sapi)→susu sapi;Rendah
Sapi daging lemak sedang segar;1084;201;18.8;14;0;0;11;170;2.8;105;378;0.75;2.5;0;60;0;0.08;0.3;1.3;0;100;https://images.tokopedia.net/img/cache/700/VqbcmM/2020/10/10/3e7ebf5d-cc63-4354-ac94-e96ce7057653.png;31;Atkinson et al. (2008);token(sapi)→susu sapi;Rendah
Sapi daging sosis (Worst);1085;448;14.5;42.3;2.3;0;28;61;1.1;225;284.5;0.06;1.7;0;0;0;0.1;0.18;3.5;0;100;https://images.tokopedia.net/img/cache/700/product-1/2020/7/3/1982472/1982472_d7e37ee9-0836-4eb7-9d26-fe0b1f602bd3_300_300;31;Atkinson et al. (2008);token(sapi)→susu sapi;Rendah
Sapi daleman segar;1086;183;12;14.4;1.4;0;43;319;1.8;225;160;0.1;0.8;0;60;0;0.31;0.22;3.5;0;100;https://asset-a.grid.id/crop/0x0:0x0/x/photo/2022/05/12/manfaat-jeroan-sapijpg-20220512025232.jpg;31;Atkinson et al. (2008);token(sapi)→susu sapi;Rendah
Sapi dideh/darah;1087;98;21.9;1.1;0;0;7;24;1.3;150;170;0;0.2;0;60;0;0.01;0.03;0.9;0;100;https://cdns.diadona.id/diadona.id/resized/640x320/news/2020/09/29/23311/664xauto-banyak-digemari-kuliner-asal-indonesia-ini-ternyata-terbuat-dari-darah-hewan-200929c.jpg;31;Atkinson et al. (2008);token(sapi)→susu sapi;Rendah
Sapi ginjal segar;1088;137;15;8.1;0.9;0;9;221;7.9;200;230.2;0;0;0;60;0;0.37;0.3;3.5;12.5;100;https://i0.wp.com/herald.id/wp-content/uploads/2023/01/google.jpg?fit=521%2C405&ssl=1;31;Atkinson et al. (2008);token(sapi)→susu sapi;Rendah
Sapi hati sosis (liverworst);1089;274;16;22;3;2.3;20;150;4;225;158.8;0.22;2.2;0;0;0;0.2;0.3;3.5;0;100;https://img.herstory.co.id/articles/archive_20220708/sosis-daging-sapi-20220708-145317.jpg;31;Atkinson et al. (2008);token(sapi)→susu sapi;Rendah
Sapi keleponan segar;1090;84;10.5;4.6;0.2;0;20;13;2.1;73;318;0.2;1.7;0;34;0;0.1;0.14;0.3;0;100;https://asset.kompas.com/crops/T3UEAUZcyLPz2Kf7uAajNqm1DV0=/0x0:999x666/780x390/data/photo/2020/07/27/5f1e7ad5324dc.jpg;31;Atkinson et al. (2008);token(sapi)→susu sapi;Rendah
Sapi liver segar;1091;132;19.7;3.2;6;0;7;358;6.6;110;213;0.51;2.3;0;60;0;0.26;0.3;3.5;12.5;100;https://images.tokopedia.net/img/cache/700/VqbcmM/2021/3/10/964e4fd5-7470-4799-a02f-1e8af6a83177.jpg;31;Atkinson et al. (2008);token(sapi)→susu sapi;Rendah
Sapi otak segar;1092;123;10.4;8.6;0.8;0;16;330;3.6;112;243.8;0.26;0.9;0;0;0;0.23;0.19;3.5;12.5;100;https://asset.kompas.com/crops/Zb2CWR9vmVrUUr6v372o4SJ8gs0=/0x0:1000x667/750x500/data/photo/2021/07/18/60f3913f44be3.jpg;31;Atkinson et al. (2008);token(sapi)→susu sapi;Rendah
Sapi paru dendeng mentah;1093;360;57.3;6;19.2;0;126;440;8.2;225;775;0.75;2.5;0;0;0;0;0;0;0;100;https://img-global.cpcdn.com/recipes/e709be83be77515c/680x482cq70/dendeng-paru-kering-foto-resep-utama.jpg;31;Atkinson et al. (2008);token(sapi)→susu sapi;Rendah
Sapi paru goreng;1094;268;23.9;12.7;14.5;0;102;315;8.2;225;299;0;1.5;0;0;0;0;0;0;0;100;https://awsimages.detik.net.id/community/media/visual/2022/07/14/resep-paru-goreng-ketumbar_43.jpeg?w=1200;31;Atkinson et al. (2008);token(sapi)→susu sapi;Rendah
Sapi usus segar;1095;126;14;7.2;1.5;0;14;115;4;0;0;0;0;0;0;0;0.08;0.3;0.2;0;100;https://images.tokopedia.net/img/cache/700/product-1/2020/6/14/8589094/8589094_bca7552d-86d6-4c95-899c-4915c124c74f_480_480.jpg;31;Atkinson et al. (2008);token(sapi)→susu sapi;Rendah
Sarang Burung;1096;281;37.5;0.3;32.1;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://awsimages.detik.net.id/community/media/visual/2021/03/19/ini-alasan-mengapa-air-liur-burung-walet-bisa-seharga-mobil-baru-1_169.jpeg?w=700&q=90;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Sardines dalam kaleng;1097;338;21.1;27;1;0;337.5;434;3.5;0;0;0;0;0;0;0;0.1;0;0;0;100;https://linisehat.com/wp-content/uploads/2020/11/sarden-kaleng2.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Sari Kedelai bubuk;1098;344;30;20;43;2.4;133;220;4;6;69.2;0.27;1.2;0;0;0;0.18;0.07;0.7;0;100;https://media.istockphoto.com/id/1164293425/id/foto/bubuk-susu-kedelai-dalam-piring-kayu-yang-ditempatkan-di-tumpukan-biji-kedelai.jpg?s=1024x1024&w=is&k=20&c=n1B9DzPrJKQql3O3YBHY7LseqinI8NCWyqaY9h-AKwc=;15;"Marsono (2002); Atkinson et al. (2008)";token(kedelai)→kacang kedelai;Rendah
Sarimuka;1099;166;2.3;2.8;32.9;0;36;13;2;3;34;0;0;0;0;0;0;0;0;0;100;https://cdn.yummy.co.id/content-images/images/20200413/KrnfHZ9pmu6mOFKig8QN5LoC7ev3vhPG-31353836373531353434d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/format,webp;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Sate Bandeng;1100;283;12.1;16.8;20.9;2;118;186;1.2;225;199;0.2;0.9;0;2;0;0.02;0.02;0;0;82.4;https://asset.kompas.com/crops/4UfXhXtR7hK2atnUpqKRHGbhFuk=/3x0:700x465/750x500/data/photo/2021/02/16/602b2a91ca7f1.jpg;0;Atkinson et al. (2008) – tidak mengandung karbohidrat;token(bandeng)→ikan bandeng;Tidak signifikan (non-karbohidrat)
Sate Kulit ;1101;110;15.5;0.5;11.5;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://img.qraved.co/v2/image/data/over-1530587392136-x.png;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Sate penyu masakan;1102;179;22.5;3.5;13.3;0;187;238;8.2;0;0;0;0;0;0;0;0.1;0;0;0;100;https://booking-bali-villas.com/bali/wp-content/uploads/2014/10/Sate-Penyu-e1412911561808.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Sate pusut masakan;1103;274;12.9;18.6;13.6;0;63;190;2.7;225;0;0;0;0;0;0;0.06;0;0;0;100;https://cdn0-production-images-kly.akamaized.net/-ZH0E7VH_7Y_VdtKDmgokQ4DAAs=/0x0:5184x2922/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3652549/original/060993000_1638588819-shutterstock_1729690198.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Sate Usus ;1104;126.7;14;7.3;1.3;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/03/17/92418359.jpeg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Sawi;1105;22;2.3;0.3;4;1.45;47;64.5;1.15;30;118.65;0.1;0.3;0;23;0;0.1;0.065;0.1;5;100;https://i0.wp.com/resepkoki.id/wp-content/uploads/2018/02/sawi-hijau.jpg?fit=700%2C465&ssl=1;15;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Rendah
Sawi putih / pecai segar;1106;9;1;0.1;1.7;0.8;56;42;1.1;5;193.1;0.05;0.1;0;60;278.75;0.05;0.18;0.4;3;79;https://res.cloudinary.com/dk0z4ums3/image/upload/v1562321062/attached_image/simak-manfaat-sawi-putih-dan-cara-mengolahnya.jpg;72;"Atkinson et al. (2008); Waspadji et al. (2003)";token(putih)→nasi putih;Tinggi
Sawi taiwan segar;1107;30;1.9;0.5;4.4;2.7;100;58;1.6;27;217;0.1;0.7;0;60;0;0.2;0.1;0.6;12.5;85;https://bosmayur.com/wp-content/uploads/2020/10/SAWI-HIJAU-TAIWAN.jpg;15;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Rendah
Sawi tanah segar;1108;19;1.3;0.2;2.9;2.2;92;45;1.2;17;145;0.1;0.4;0;60;0;0.2;0.1;0.1;12.5;85;https://distan.sukabumikota.go.id/wp-content/uploads/2016/01/IMG_20130731_171016-e1452758317382.jpg;14;Atkinson et al. (2008);token(tanah)→kacang tanah;Rendah
